dedup_key,sku,product_name,brand,product_url,price,currency,availability,pack_size,category_hierarchy,variant_skus,specifications,image_urls,alternative_products,description,source_url,scraped_at,extraction_method,run_id,content_hash,first_seen_at,last_updated_at
sku:DRCDC,DRCDC,TrueForm,Safco Dental,https://www.safcodental.com/product/trueform,12.99,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdc.jpg""]",[],"SW Safety TrueForm Exam Glove TF-95RB 3.1 MIL in Royal Blue. Medical grade glove with textured fingertips and reinforced palm. Perfect for dental, medical applications as well as veterinarian and dairy.",https://www.safcodental.com/product/trueform,2026-06-03T22:03:43.593260+00:00,json_ld,safco-dental-20260603-220305-7cbc75,64e9d35d170fec73f2d0732afaecdda55098c2c80f6cccea2417ab86877b70b6,2026-06-03T22:03:06.657708+00:00,2026-06-03T22:03:43.605290+00:00
sku:DRCDB,DRCDB,Microflex MidKnight Touch,Safco Dental,https://www.safcodental.com/product/microflex-reg-midknight-trade-touch,13.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcdb.jpg""]",[],Powder-free nitrile exam gloves. ERGOFORM technology reduces muscle strain and improves comfort Textured fingertip finish Beaded cuff Ambidextrous Black color Thickness: at palm 2.8 mils; at fingertip 4.3 mils 100 gloves per box Order 10 boxes to purchase a case,https://www.safcodental.com/product/microflex-reg-midknight-trade-touch,2026-06-03T22:03:45.284794+00:00,json_ld,safco-dental-20260603-220305-7cbc75,df211468add32437a6dc75e112e89542af63110f68e6c74b8ff627b97a9be94a,2026-06-03T22:03:06.658843+00:00,2026-06-03T22:03:45.296974+00:00
sku:DRCDA,DRCDA,Micro-Touch NitraFree Pink,Safco Dental,https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-pink,15.99,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drcda.jpg""]",[],"Powder-free nitrile exam gloves. Made from a durable and soft nitrile formulation manufactured without chemical accelerators, helping to protect the user from allergies. Textured fingertip finish Beaded cuff Ambidextrous Pink color Thickness: at palm 3.1 mils; at fingertip 5.5 mils 100 gloves per box Order 10 boxes to purchase a case Tested for use with chemotherapy drugs",https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-pink,2026-06-03T22:03:45.646933+00:00,json_ld,safco-dental-20260603-220305-7cbc75,ffd1ad0223a45e411e3dd0ff4d9cae28f69c901afe85ac86c59ec6753dac7b58,2026-06-03T22:03:06.659967+00:00,2026-06-03T22:03:45.659302+00:00
sku:DRCCZ,DRCCZ,Micro-Touch NitraFree Blue,Safco Dental,https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-blue,19.99,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drccz.jpg""]",[],Powder-free nitrile exam gloves. Comfortable and reliable protection with a low dermatits potential. Made without sulfur-based chemical accelerants for tactility and to help prevent allergic reactions. Textured fingertip finish Beaded cuff Ambidextrous Blue color Thickness: at palm 2.8 mils; at fingertip 3.9 mils 200 gloves per box (X-large 180 gloves per box) Order 10 boxes to purchase a case Tested for use with chemotherapy drugs,https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-blue,2026-06-03T22:03:46.104212+00:00,json_ld,safco-dental-20260603-220305-7cbc75,0461f4cd38c39e82ffd5edb816c1fe3ca6a7580658eec71b18f6b152e73f041f,2026-06-03T22:03:06.661063+00:00,2026-06-03T22:03:46.116104+00:00
sku:DRCCY,DRCCY,Carbon Air,Safco Dental,https://www.safcodental.com/product/carbon-reg-air,29.49,USD,InStock,,"[{""name"": ""Dental Exam Gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves""}, {""name"": ""Nitrile gloves"", ""url"": ""https://www.safcodental.com/catalog/gloves/nitrile-gloves""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/d/r/drccy_2.jpg""]",[],"Powder-free nitrile exam gloves. Exceptionally strong and flexible formulation prevents tearing, especially while donning. Textured fingertip finish Beaded cuff Ambidextrous Black Thickness: at palm 2.0mils; at fingertips 2.7mils 300 gloves per box (250 for x-large) Order 10 boxes to purchase a case",https://www.safcodental.com/product/carbon-reg-air,2026-06-03T22:03:47.459383+00:00,json_ld,safco-dental-20260603-220305-7cbc75,ce75ff6745cf50aa0f3419ce5b6d20abc26c1b1af65d89afddd5a0dbbe366503,2026-06-03T22:03:06.662310+00:00,2026-06-03T22:03:47.471407+00:00
sku:PFVJJ,PFVJJ,Coldstar Disposable Instant Non-Insulated Cold Pack,Safco Dental,https://www.safcodental.com/product/coldstar-disposable-instant-non-insulated-cold-pack,20.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Cold packs"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/cold-packs""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfvjj.jpg""]",[],"Use in first aid treatment of: Bumps and Bruises, Sprains, Fractures, Minor Burns, Snake Bites, Insect Bites, Minor Bleeding, Nosebleeds, Headaches, Toothaches, Fever, Backaches, Sunstroke, Dislocations, Fatigue, Itching, Cramping, etc. Squeeze, Shake, Apply Instantly Cold FDA Approved Superior Quality Reaches therapeutic controlled temp every time Safe Time saving Provides maximum efficiency Non smear print Made in the USA",https://www.safcodental.com/product/coldstar-disposable-instant-non-insulated-cold-pack,2026-06-03T22:03:47.686900+00:00,json_ld,safco-dental-20260603-220305-7cbc75,3a311f3b000ccaf95087c2ced5a5e943e9357b7e88e7d4361ea404b2d1a8012f,2026-06-03T22:03:09.133991+00:00,2026-06-03T22:03:47.698863+00:00
sku:PFVGG,PFVGG,Instant Cold Pack,Safco Dental,https://www.safcodental.com/product/instant-cold-pack,22.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Cold packs"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/cold-packs""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg""]",[],Flexible single use cold pack provides 20 minutes of therapy. Squeeze to activate; no need for refrigeration. Plastic outer wrap.,https://www.safcodental.com/product/instant-cold-pack,2026-06-03T22:03:49.200452+00:00,json_ld,safco-dental-20260603-220305-7cbc75,691a7af267557902be379e727f44d0b6f2fe4a5589efdd1ad9f24ecd435fdd9f,2026-06-03T22:03:09.135090+00:00,2026-06-03T22:03:49.212676+00:00
sku:PFXKQ,PFXKQ,Sterile water for injection - B Braun,Safco Dental,https://www.safcodental.com/product/sterile-water-for-injection-b-braun,80.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""IV fluids and administration sets"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/iv-fluids-and-administration-sets""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfxkq.jpg""]",[],"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. Clear, colorless, odorless liquid. Sterile, hypotonic, nonpyrogenic, and contains no bacteriostatic or antimicrobial agents. EXCEL® IV bags feature a sturdy port system and are not manufactured with latex, PVC or DEHP. Click here to see full prescribing information",https://www.safcodental.com/product/sterile-water-for-injection-b-braun,2026-06-03T22:03:50.157065+00:00,json_ld,safco-dental-20260603-220305-7cbc75,1d583e51775989f21834bbd59538a55028885a438d6acc0df6e99fa47db110ce,2026-06-03T22:03:09.514693+00:00,2026-06-03T22:03:50.168921+00:00
sku:PFXHK,PFXHK,Sodium chloride 0.9% for injection - Baxter,Safco Dental,https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-baxter,73.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""IV fluids and administration sets"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/iv-fluids-and-administration-sets""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfxhk.jpg""]",[],"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. 0.9% sodium chloride injection. Viaflex IV injection plastic container. USP sterile disposable port closure. Not made with natural rubber latex.",https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-baxter,2026-06-03T22:03:50.888177+00:00,json_ld,safco-dental-20260603-220305-7cbc75,1aad36a8c7fda4b593aa58ea92818237e5f8251c76c32fcb6a7b777306939664,2026-06-03T22:03:09.518255+00:00,2026-06-03T22:03:50.899683+00:00
sku:PFXHJ,PFXHJ,Sodium chloride 0.9% for injection - B Braun,Safco Dental,https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-b-braun,63.29,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""IV fluids and administration sets"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/iv-fluids-and-administration-sets""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfxhj.jpg""]",[],"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. Indicated for extracellular fluid replacement, treatment of metabolic alkalosis in the presence of fluid loss and mild sodium depletion. Note: 250ml bags and 500ml bags come in EXCEL® IV bags, which feature a sturdy port system. 1,000ml bags come in both E3 bags, which have rounded shoulders, no overwrap, a seamless design, and the EXCEL® IV bags, which feature a sturdy port system. Both the EXCEL® and E3 bags are not manufactured with latex, PVC or DEHP. Click here to see full prescribing information",https://www.safcodental.com/product/sodium-chloride-0-9-for-injection-b-braun,2026-06-03T22:03:52.050711+00:00,json_ld,safco-dental-20260603-220305-7cbc75,2e8863a77ddde3721ef7c087f9309f074b578c1ab8665841ced3bb58976390cc,2026-06-03T22:03:09.521167+00:00,2026-06-03T22:03:52.063116+00:00
sku:PFXER,PFXER,Lactated Ringer's,Safco Dental,https://www.safcodental.com/product/lactated-ringer-s,70.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""IV fluids and administration sets"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/iv-fluids-and-administration-sets""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg""]",[],"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. Sterile, nonpyrogenic and contains no bacteriostatic or antimicrobial agents. Indicated for use in adults and pediatric patients as a source of electrolytes and water for hydration. EXCEL® IV bags feature a sturdy port system and are not manufactured with latex, PVC or DEHP. Click here to see full prescribing information",https://www.safcodental.com/product/lactated-ringer-s,2026-06-03T22:03:52.727789+00:00,json_ld,safco-dental-20260603-220305-7cbc75,3793b42c28cd445c090a5bfb92dcc5ef56ca296481b6814e575fff92289a5d35,2026-06-03T22:03:09.524433+00:00,2026-06-03T22:03:52.740140+00:00
sku:PFXCT,PFXCT,IV administration sets,Safco Dental,https://www.safcodental.com/product/iv-administration-sets,174.29,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""IV fluids and administration sets"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/iv-fluids-and-administration-sets""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg""]",[],"SafeDay IV administration sets are indicated for 24-hour use. Components are not made with DEHP, latex or natural rubber. Sterile packaging permits direct placement of set on sterile field. Cost-effective needle-free access ports are designed to provide an effective barrier against microbial contamination.",https://www.safcodental.com/product/iv-administration-sets,2026-06-03T22:03:53.890860+00:00,json_ld,safco-dental-20260603-220305-7cbc75,9e746a3dae685f40ad86726d593b35e4efcf79c9e2c2e4a2351ec4e8e79b1b77,2026-06-03T22:03:09.528059+00:00,2026-06-03T22:03:53.903582+00:00
sku:PFWRE,PFWRE,Ossify Min/Demin Cortical Cancellous Bone Graft,Safco Dental,https://www.safcodental.com/product/ossify-sup-reg-sup-min-demin-cortical-cancellous-bone-graft,79.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwre.jpg""]",[],"Ossify Min/Demin Cortical Cancellous Bone Allograft is a versatile, all-in-one bone graft designed to promote optimal bone regeneration across a wide range of clinical applications. Composed of a 50/50 blend of cortical and cancellous bone, the graft features 30% demineralized bone, leaving 70% of the material mineralized. This unique formulation enhances both osteoconductive and osteoinductive properties, supporting superior bone healing. Suitable for a variety of bone regeneration procedures, including socket grafting, ridge preservation, guided bone regeneration (GBR), and sinus augmentation. 0.5 – 1.0mm particle size.",https://www.safcodental.com/product/ossify-sup-reg-sup-min-demin-cortical-cancellous-bone-graft,2026-06-03T22:03:54.474163+00:00,json_ld,safco-dental-20260603-220305-7cbc75,411a2befe724618cdf4627b125959e0da88246e238b60ea9df06dbcff18e89dd,2026-06-03T22:03:09.929123+00:00,2026-06-03T22:03:54.485892+00:00
sku:PFWRD,PFWRD,OSSIF-i sem,Safco Dental,https://www.safcodental.com/product/ossif-i-sem-trade,41.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwrd.jpg""]",[],"Mineralized cancellous bone allograft Ideal for filling periodontal defects, extraction sockets, apicoectomy and root-resection. Can be used in conjunction with placement of dental implants. Double-sterile packaged jars can be taken directly to the sterile surgical site; material does not need to be transferred to another container. Mineralized cortical/cancellous bone allograftExcellent osteoconductive scaffold used in a variety of surgical procedures, including: extraction socket grafting, implant placement, osseous ridge repair, and sinus augmentations. Outstanding inner porosity and surface area, promotes clot formation and consistent, stable ossification and space maintenance. Double-sterile packaged jars; material does not need to be transferred to another container. Demineralized cancellous bone allograft sponge stripsPliable and resilient sponge matrix that can be adapted to numerous clinical needs including horizontal or vertical ridge augmentation, extraction sockets, recession defects, and can be used in conjunction with the placement of dental implants. Quickly becomes well vascularized following placement, and acts as an osteoconductive and osteoinductive scaffold for bone formation.",https://www.safcodental.com/product/ossif-i-sem-trade,2026-06-03T22:03:55.937344+00:00,json_ld,safco-dental-20260603-220305-7cbc75,00c103bbf3c1acaf4d8d53623aa961ef7387942b8c087dc95180c986652e6a6a,2026-06-03T22:03:09.930309+00:00,2026-06-03T22:03:55.949725+00:00
sku:PFWQW,PFWQW,HeliPlug,Safco Dental,https://www.safcodental.com/product/heliplug-reg,145.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwqw.jpg""]",[],Hemostatic absorbable collagen material derived from bovine tendon. Promotes tissue growth by providing a scaffold-like structure. Its cylindrical shape is ideal for extraction and biopsy sites. Indicated for application to moist or bleeding oral wounds created during dental surgery to control bleeding and protect the surface of the wound from further injury. Absorbs within 10 to 14 days.,https://www.safcodental.com/product/heliplug-reg,2026-06-03T22:03:56.445571+00:00,json_ld,safco-dental-20260603-220305-7cbc75,724ee22f25959abaa7e156ebe2e4b15acbe75fb81edcd0a20d5253594565c50e,2026-06-03T22:03:09.931275+00:00,2026-06-03T22:03:56.457901+00:00
sku:PFWQP,PFWQP,HeliMend,Safco Dental,https://www.safcodental.com/product/helimend-trade-and-helimend-trade-advanced,102.59,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwqp.jpg""]",[],"Please note: These products are on backorder with indefinite delivery. Safco will not be accepting orders for these products until inventory is received. Absorbable collagen membranes made from purified bovine tendon. Provides wound stabilization and creates space during guided tissue regeneration where a longer absorption rate is desired. Material is pliable and does not become slippery when hydrated. Indicated for guided tissue regeneration procedures in periodontal defects to enhance regeneration of the periodontal apparatus. Sterile, individually packed (1 per box). HeliMend – Absorbs in 4 to 8 weeks. HeliMend Advanced – Absorbs in 18 weeks.",https://www.safcodental.com/product/helimend-trade-and-helimend-trade-advanced,2026-06-03T22:03:57.394504+00:00,json_ld,safco-dental-20260603-220305-7cbc75,505cb7719ce0bed3af28b1773af04f40d1e3e2f844204f083286a56f7f6da79c,2026-06-03T22:03:09.932388+00:00,2026-06-03T22:03:57.406963+00:00
sku:PFWQM,PFWQM,HealiAid,Safco Dental,https://www.safcodental.com/product/healiaid-reg-strong-nbsp-strong-collagen,106.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg""]",[],"<p>White, porous, pliable and absorbable collagen wound dressing.</p> <p>Common uses:</p> <ul style=""list-style-type: disc;""> <li>Extraction socket graft coverage.</li> <li>Hemostasis.</li> <li>3<sup>rd</sup> molar extractions.</li> <li>Soft tissue repair.</li> <li>Free-gingival graft donor sites.</li> </ul> <p>Features and benefits:</p> <ul style=""list-style-type: disc;""> <li>Highly purified Type I bovine collagen.</li> <li>High density for added resilience.</li> <li>Easily trimmed according to clinical needs.</li> <li>Fully absorbable.</li> <li>Can easily be shaped by hand.</li> <li>Individually packaged and sterile.</li> </ul>",https://www.safcodental.com/product/healiaid-reg-strong-nbsp-strong-collagen,2026-06-03T22:03:57.787541+00:00,json_ld,safco-dental-20260603-220305-7cbc75,72ef123cf52b9499cd1442a317a8e77613f15836f7d39f41afe18579eccbaf2e,2026-06-03T22:03:09.933742+00:00,2026-06-03T22:03:57.800052+00:00
sku:PFWQJ,PFWQJ,Guidor Easy-Graft Classic,Safco Dental,https://www.safcodental.com/product/guidor-reg-e-em-asy-graft-reg-em-classic,236.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwqj.jpg""]",[],"Synthetic particulate bone grafting material designed to be syringed directly into the bone defect. Hardens into a stable, porous scaffold in approximately one minute, eliminating the need for a dental membrane in many cases. Fully resorbable.",https://www.safcodental.com/product/guidor-reg-e-em-asy-graft-reg-em-classic,2026-06-03T22:03:59.065915+00:00,json_ld,safco-dental-20260603-220305-7cbc75,cd0c8106ad78db661626519ca13a7defc5ffceda39f46da38d3245a9601149ed,2026-06-03T22:03:09.934725+00:00,2026-06-03T22:03:59.078379+00:00
sku:PFWEG,PFWEG,Foundation,Safco Dental,https://www.safcodental.com/product/foundation-trade,420.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfweg.jpg""]",[],"A collagen-based bone augmentation material that is placed into the socket immediately following an extraction to provide support for implants, bridges, and dentures. Promotes bone growth after tooth extraction, allowing implants to be placed in as early as 8 weeks. The surrounding cells and capillaries gradually infiltrate; as the extraction socket heals, it becomes filled with new augmented bone. Easy-to-place, “bullet-shaped” pellets are individually packaged in sterile containers.",https://www.safcodental.com/product/foundation-trade,2026-06-03T22:03:58.765744+00:00,json_ld,safco-dental-20260603-220305-7cbc75,01d231ffbd5053e6c3e03c4d734663c0261b4af0affccc9999a2c58e678ba887,2026-06-03T22:03:09.935663+00:00,2026-06-03T22:03:58.778109+00:00
sku:PFWCC,PFWCC,CollaShield Collagen Membrane,Safco Dental,https://www.safcodental.com/product/collashield-trade-collagen-membrane,128.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Bone grafting tissue augmentation"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/bone-grafting""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfwcc.jpg""]",[],"Fully resorbable (16 weeks) purified porcine Type-I peritoneum membrane for osteogenesis during extraction socket preservation, ridge augmentation, periodontal defect repair or other grafting procedures. Common uses: Extraction ridge preservation. Periodontal defect repair. Vertical and horizontal ridge augmentation. Bone regeneration around teeth and implants. Sinus augmentation. Membrane technique utilizing tacks. Features and benefits: Highly purified porcine peritoneum tissue. Excellent biocompatibility. Easily trimmed and adapted to defect site. Mechanically strong, yet drapable. Fully absorbable. Cell occlusive - inhibits undesired epithelial ingrowth. Can be tacked or sutured in place.",https://www.safcodental.com/product/collashield-trade-collagen-membrane,2026-06-03T22:04:00.509879+00:00,json_ld,safco-dental-20260603-220305-7cbc75,90f91419ce40c24d047a171cfba3b19f0d3c6e9b1a7cfa4bcc536050178db215,2026-06-03T22:03:09.936542+00:00,2026-06-03T22:04:00.522154+00:00
sku:PFSPP,PFSPP,Hybenx,Safco Dental,https://www.safcodental.com/product/hybenx-sup-reg-sup,133.79,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Periodontal dressings"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/periodontal-dressings""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfspp.jpg""]",[],"FDA-approved non-antibiotic cleanser and chemical desiccant that quickly eradicates biofilm from infected tissue surfaces without impacting healthy tissues. Safely debrides, coagulates, seals and reduces bleeding and pain, allowing the body to use its own defenses to promote natural healing. Antibiotic-free way to treat periodontal disease. Acts as a hemostatic. Flows easily into pits, furcations and deep pockets to effectively remove pathogens. Application takes seconds. Safe on dentin, enamel, porcelain and titanium.",https://www.safcodental.com/product/hybenx-sup-reg-sup,2026-06-03T22:04:01.197475+00:00,json_ld,safco-dental-20260603-220305-7cbc75,f937a76f49b6a123f6544dbf0682402434da13422054cb51165fa413c246c072,2026-06-03T22:03:10.772562+00:00,2026-06-03T22:04:01.209803+00:00
sku:PFSMW,PFSMW,Coe-Pak Automix NDS,Safco Dental,https://www.safcodental.com/product/coe-pak-trade-automix-nds,82.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Periodontal dressings"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/periodontal-dressings""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsmw.jpg""]",[],"Non-eugenol surgical dressing and periodontal pack that has no burning sensation, no unpleasant taste, no disagreeable odor and offers proven protection to surgical sites. Extremely pliable and cohesive; ropes of any length or thickness can be formed. Sets with resilient, non-brittle hardness.",https://www.safcodental.com/product/coe-pak-trade-automix-nds,2026-06-03T22:04:02.723264+00:00,json_ld,safco-dental-20260603-220305-7cbc75,f4f4ba8ad66fec8cb869dd0cacb9e1c053079a6d68b7b300c1c72f3735b25c60,2026-06-03T22:03:10.776785+00:00,2026-06-03T22:04:02.735452+00:00
sku:PFSJP,PFSJP,Coe-Pak,Safco Dental,https://www.safcodental.com/product/coe-pak-trade,127.99,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Periodontal dressings"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/periodontal-dressings""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsjp.jpg""]",[],"Non-eugenol surgical dressing and periodontal pack that has no burning sensation, no unpleasant taste, no disagreeable odor and offers proven protection to surgical sites. Extremely plastic and cohesive; ropes of any length or thickness can be formed. Sets with resilient, non-brittle hardness.",https://www.safcodental.com/product/coe-pak-trade,2026-06-03T22:04:03.087964+00:00,json_ld,safco-dental-20260603-220305-7cbc75,0804d32b1c6ecd7f68a7a655376a3e727d458faec87b6334ace48cb4b246dcea,2026-06-03T22:03:10.779649+00:00,2026-06-03T22:04:03.100257+00:00
sku:PFSGL,PFSGL,Barricaid,Safco Dental,https://www.safcodental.com/product/barricaid-reg,178.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Periodontal dressings"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/periodontal-dressings""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfsgl.jpg""]",[],"Visible light cured periodontal dressing in a convenient syringe delivery system for direct placement onto the surgical site. Forms a firm, elastic covering. Translucent pink for superior esthetics. Tasteless.",https://www.safcodental.com/product/barricaid-reg,2026-06-03T22:04:03.869894+00:00,json_ld,safco-dental-20260603-220305-7cbc75,c16581f7c9c3488b28267778ad81b616bd533d1e58795751b11f1896d8f86b8c,2026-06-03T22:03:10.782533+00:00,2026-06-03T22:04:03.883173+00:00
sku:PFHIK,PFHIK,Suture needles - Integra Miltex,Safco Dental,https://www.safcodental.com/product/suture-needles-integra-miltex,52.49,USD,InStock,,"[{""name"": ""Sutures & surgical products"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products""}, {""name"": ""Suture needles"", ""url"": ""https://www.safcodental.com/catalog/sutures-surgical-products/suture-needles""}]",[],{},"[""https://www.safcodental.com/media/catalog/product/p/f/pfhik.jpg""]",[],Miltex Regular Surgeon's Needles.,https://www.safcodental.com/product/suture-needles-integra-miltex,2026-06-03T22:04:04.627968+00:00,json_ld,safco-dental-20260603-220305-7cbc75,6d6e6e3d8d1297a0627fde2d49276a5b06ef83d25b4aedcb48906753ba54a05a,2026-06-03T22:03:13.125409+00:00,2026-06-03T22:04:04.640758+00:00
